"","iso_code","year","collector","number","family","species","sp_code","qds","lat","long","pathway","weight","d.15NAIR","d.13CVPDB","X.N","X.C","C.N","d13_atmos","delta.disc","wetstart","wetend","wetlength","wetrain","wetdaily","wetlambda","avg_temp_anomaly","co2_ppm"
"201",284,1929,"Galpin, E.E.","8874","Poaceae","Digitaria eriantha","DE","2429AA",-24.125,29.125,"C4",1.639,3.5,-10.5,2.4,44.3,18.3,-6.841285714,3.697538439,129,276,147,501.1,3.38581081081081,16.1645161290323,-0.349224060773849,306.12
"202",285,1968,"Huntley, B.J.","1193","Poaceae","Digitaria eriantha","DE","2429AA",-24.125,29.125,"C4",1.665,NA,-12,1.8,45,24.8,-7.336012423,4.7206352,129.5,291.5,162,371.75,2.28318275926971,13.8208333333334,-0.268135964870453,321.89
"203",286,1947,"Wilman, M.","PRE 34692","Poaceae","Pentameris pallida","PP","3322DC",-33.875,22.625,"C3",1.744,-1.6,-29.4,1.9,48.3,25.5,-7.013,23.06511436,89,244.5,155.5,407.35,2.61011053583168,7.65951624293785,0.602086961269379,311.62
"204",289,1973,"Kok, P.D.F.","493","Poaceae","Digitaria eriantha","DE","2626DD",-26.875,26.875,"C4",1.746,NA,-11.3,1.3,46,36.2,-7.39275,3.951906544,144.666666666667,286.333333333333,141.666666666667,518.9,3.75406976744186,14.1086079821999,-0.185757324099541,327.92
"205",290,1931,"Pole-Evans, I.B.","3121","Poaceae","Digitaria eriantha","DE","2626DD",-26.875,26.875,"C4",1.858,2.6,-10.5,1.7,45.3,26,-6.9815,3.555836281,151.5,292.5,141,464.65,3.29806610407876,13.8496951219512,0.178185731172562,306.5
"206",291,1974,"Kok, P.D.F.","617","Poaceae","Digitaria eriantha","DE","2626DD",-26.875,26.875,"C4",1.969,6.2,-10.9,2.9,46.1,16.1,-7.483,3.454655748,114.666666666667,298.666666666667,184,713.333333333333,3.98015785594476,11.4584257798479,-0.00228509726002812,329.19
"207",292,1931,"Pole-Evans, I.B.","3123","Poaceae","Digitaria eriantha","DE","2626DD",-26.875,26.875,"C4",1.943,NA,-10.5,1.4,45.2,32.7,-6.9815,3.555836281,151.5,292.5,141,464.65,3.29806610407876,13.8496951219512,0.178185731172562,306.5
"208",293,1931,"Goossens, A.P.G.","869","Poaceae","Digitaria eriantha","DE","2827DD",-28.875,27.875,"C4",1.846,5,-10.5,2,43.5,21.8,-6.9815,3.555836281,166.5,296.5,130,675.8,5.14411198600175,12.5288333333333,0.42694103717804,306.5
"209",294,1970,"Jarman, N.G.","46","Poaceae","Digitaria eriantha","DE","2827DD",-28.875,27.875,"C4",1.628,NA,-11.1,1,45.5,45.2,-7.318156423,3.824293232,106,220,114,334.6,2.9095652173913,10.1393939393939,-0.279473870992661,324.09
"210",295,1970,"Jarman, N.G.","122","Poaceae","Digitaria eriantha","DE","2827DD",-28.875,27.875,"C4",1.718,NA,-11,1.8,45.5,25.1,-7.318156423,3.722794314,106,220,114,334.6,2.9095652173913,10.1393939393939,-0.279473870992661,324.09
"211",297,1931,"Goossens, A.P.G.","808","Poaceae","Digitaria eriantha","DE","2827DD",-28.875,27.875,"C4",1.702,2.2,-10.7,2.9,46.2,16.1,-6.9815,3.758718286,166.5,296.5,130,675.8,5.14411198600175,12.5288333333333,0.42694103717804,306.5
"212",300,1946,"Schelpe, EACLE","1399","Poaceae","Koeleria capensis","KC","2828DD",-28.875,28.875,"C3",1.86,NA,-24.9,1.3,46.7,36.5,-6.983,18.37452569,150,274,124,652.7,5.2216,14.5044444444444,-0.0526229962706566,311.74
"213",301,1978,"Smook, L.","1044","Poaceae","Koeleria capensis","KC","2828DD",-28.875,28.875,"C3",1.813,NA,-26.3,1.3,46,34.4,-7.502,19.30574099,81,292,211,1127.5,5.31839622641509,16.1071428571429,-0.0687627121806145,333.77
"214",302,1955,"Edwards, D.","640","Poaceae","Koeleria capensis","KC","2828DD",-28.875,28.875,"C3",1.804,NA,-26.6,0.6,45.2,81.9,-7.049520585,20.08473332,86,247,161,1078.5,6.65740740740741,15.8602941176471,0.187629133462906,313.95
"215",303,1962,"Lubke, R.A.","254","Poaceae","Koeleria capensis","KC","2828DD",-28.875,28.875,"C3",1.706,NA,-25.1,1.4,46.3,33.8,-7.091,18.47266386,119,257,138,749.9,5.39496402877698,14.4211538461538,-0.309595823287964,316.87
"216",304,1972,"Ellis, R.P.","1025","Poaceae","Digitaria eriantha","DE","2428DA",-24.625,28.625,"C4",1.672,NA,-11.5,1.6,45.7,29.1,-7.356,4.19221042,110,269.5,159.5,594.4,3.71440300258034,14.2169230769231,0.153055623173714,326.61
"217",305,1975,"Du Toit, P.C.V.","526","Poaceae","Digitaria eriantha","DE","2428DA",-24.625,28.625,"C4",1.771,5.2,-10.5,1.9,46.3,23.9,-7.417666667,3.115041267,153,284.5,131.5,665.45,5.03941176470588,15.7380952380952,-0.839335083961487,330.41
"218",307,1975,"Du Toit, P.C.V.","483","Poaceae","Digitaria eriantha","DE","2428DA",-24.625,28.625,"C4",1.93,NA,-11.2,0.5,48.1,91.2,-7.417666667,3.825175297,153,284.5,131.5,665.45,5.03941176470588,15.7380952380952,-0.839335083961487,330.41
"219",308,1975,"Du Toit, P.C.V.","595","Poaceae","Digitaria eriantha","DE","2428DA",-24.625,28.625,"C4",1.728,NA,-10.7,0.6,46.3,77.1,-7.417666667,3.317834159,153,284.5,131.5,665.45,5.03941176470588,15.7380952380952,-0.839335083961487,330.41
"220",309,1919,"Galpin, E.E.","393","Poaceae","Digitaria eriantha","DE","2428DA",-24.625,28.625,"C4",1.988,NA,-9.9,1.5,42.7,29.4,-6.94453502,2.985016645,175,262,87,387.5,4.40340909090909,16.1458333333333,-1.07952427864075,303.7
"221",311,1979,"Smook, L.","1377","Poaceae","Koeleria capensis","KC","2829CC",-28.875,29.125,"C3",1.769,NA,-26.3,1.4,47.5,33.5,-7.539666667,19.26705693,84,258,174,820,4.68571428571429,17.0833333333333,0.381988406181335,334.91
"222",312,1979,"Smook, L.","1376","Poaceae","Koeleria capensis","KC","2829CC",-28.875,29.125,"C3",1.792,NA,-26.1,1.7,45.7,26.9,-7.539666667,19.05774036,84,258,174,820,4.68571428571429,17.0833333333333,0.381988406181335,334.91
"223",313,1973,"Ellis, R.P.","1431","Poaceae","Koeleria capensis","KC","2829CC",-28.875,29.125,"C3",1.859,3.5,-24.6,1.8,46.8,25.3,-7.39275,17.64122411,124,252,128,496.1,3.84573643410853,11.8119047619048,-0.468248248100281,327.92
"224",314,1979,"Smook, L.","1371","Poaceae","Koeleria capensis","KC","2829CC",-28.875,29.125,"C3",1.893,-1.6,-25.7,1.8,44.6,25.4,-7.539666667,18.63936501,84,258,174,820,4.68571428571429,17.0833333333333,0.381988406181335,334.91
"225",315,1978,"Smook, L.","1084","Poaceae","Koeleria capensis","KC","2829CC",-28.875,29.125,"C3",1.801,-0.5,-26.5,2.1,44.7,21.3,-7.502,19.51515152,81,292,211,1127.5,5.31839622641509,16.1071428571429,-0.0687627121806145,333.77
"226",316,1973,"Ellis, R.P.","1412","Poaceae","Koeleria capensis","KC","2829CC",-28.875,29.125,"C3",1.789,NA,-26.7,1.2,44.5,38.5,-7.39275,19.8368951,124,252,128,496.1,3.84573643410853,11.8119047619048,-0.468248248100281,327.92
"227",317,1979,"Smook, L.","1379","Poaceae","Koeleria capensis","KC","2829CC",-28.875,29.125,"C3",1.615,NA,-26.6,1.8,45,25.5,-7.539666667,19.58119307,84,258,174,820,4.68571428571429,17.0833333333333,0.381988406181335,334.91
"228",318,1938,"Acocks, J.P.H.","63","Poaceae","Koeleria capensis","KC","2829CC",-28.875,29.125,"C3",1.79,-0.6,-26.1,1.4,43,30.9,-6.9435,19.66988397,152,292,140,783.8,5.55886524822695,16.3291666666667,-0.36670970916748,309.57
"229",319,1976,"Du Toit, P.C.V.","1764","Poaceae","Pentameris pallida","PP","3319CB",-33.625,19.375,"C3",1.611,NA,-27.5,0.5,47.7,90.6,-7.4425,20.62467866,127.5,214,86.5,293.95,3.16321467098166,20.355641025641,-0.452526330947876,331.57
"230",320,1949,"van Breda","341","Poaceae","Pentameris pallida","PP","3319CB",-33.625,19.375,"C3",1.785,NA,-27.8,1.6,47.9,29.3,-7.03233859,21.36151143,141,321,180,370.55,2.22132832080201,10.7934632034632,-0.256241321563721,311.62
"231",321,1972,"Ellis, R.P.","1258","Poaceae","Pentameris pallida","PP","3319CB",-33.625,19.375,"C3",1.795,4.2,-28,1.9,47,25.1,-7.356,21.23868313,117,263.5,146.5,197.05,1.33381366059937,13.0956766917293,-0.574674189090729,326.61
"232",323,2005,"Morrison, E; Klasen, M","4","Poaceae","Digitaria eriantha","DE","2231CA",22.4227,-22.4227,"C4",1.718,6.8,-13.6,2.1,47.3,22.5,-8.206351483,5.4680135,118,240,122,293.3,13.9666666666667,13.9666666666667,0.21978659927845,376.027960666667
"233",325,2005,"Hauser, JR; Vaughan, AK","s.n.","Poaceae","Digitaria eriantha","DE","2231CA",22.4129,-22.4129,"C4",1.694,NA,-13,1.5,45.8,30.6,-8.206351483,4.856786744,118,240,122,293.3,13.9666666666667,13.9666666666667,0.365374445915222,376.027960666667
"234",326,2007,"Bouchenak-Khelladi, Y","YBK 235","Poaceae","Digitaria eriantha","DE","2331DC",-23.5233,31.3504,"C4",1.828,1.3,-13.1,1.8,41.8,23.5,-8.26651815,4.897640946,171,278,107,220.1,12.9470588235294,12.9470588235294,0.991198599338531,380.079627333333
"235",328,1971,"Stephen; Oakes","172;1415","Poaceae","Digitaria eriantha","DE","2431DC",-24.544,31.424,"C4",1.925,4.3,-10.4,2.2,46.2,21,-7.3475,3.084579628,149,279.5,130.5,599.7,11.2019704433497,20.1926267281106,-0.636203229427338,325.32
"236",330,2005,"Policzer, JT","10","Poaceae","Digitaria eriantha","DE","2431DC",-24.594,31.3541,"C4",1.727,NA,-13.5,0.5,40.1,78.9,-8.206351483,5.366090742,117,246,129,267.3,7.63714285714286,7.86176470588235,0.665761768817902,376.027960666667
"237",331,2003,"Pettit, N","61","Poaceae","Digitaria eriantha","DE","2431DC",24.5753,-24.5753,"C4",1.63,NA,-14.2,1.8,45.9,25.7,-8.15301815,6.134085869,156,315.5,159.5,191.4,7.35029761904762,7.975,1.09058237075806,372.348794
"238",332,1971,"Stephen; Oakes","154;1394","Poaceae","Digitaria eriantha","DE","2531BB",-25.0709,31.5458,"C4",1.826,4.8,-11,2.6,45.5,17.3,-7.3475,3.693124368,132.5,286.5,154,495.5,5.63042531239252,12.0760765550239,-0.636203229427338,325.32
"239",333,2007,"Bouchenak-Khelladi, Y","YBK 133","Poaceae","Digitaria eriantha","DE","2531BB",-25.1134,31.4619,"C4",1.724,2.7,-13.5,2.4,47.4,19.4,-8.26651815,5.30510071,127.5,271.5,144,289.95,13.4878676470588,13.4878676470588,0.857020318508148,380.079627333333
"240",334,2007,"Bouchenak-Khelladi, Y","YBK 163","Poaceae","Digitaria eriantha","DE","2531BB",-25.1241,31.5547,"C4",1.861,0.6,-12.5,2.8,43.4,15.3,-8.26651815,4.287070228,127.5,271.5,144,289.95,13.4878676470588,13.4878676470588,0.912111461162567,380.079627333333
"241",335,1952,"van der Schijff, HP","224","Poaceae","Digitaria eriantha","DE","2531AB",-25.1,31.1557,"C4",1.901,3.2,-10.2,2.4,40.4,17,-6.996541783,3.236470213,49,273,224,832.7,3.70088888888889,12.068115942029,0.238722056150436,312.43
"242",336,1953,"van der Schijff, HP","1652","Poaceae","Digitaria eriantha","DE","2531AB",-25.1244,31.2201,"C4",1.793,NA,-10.1,1.5,46.3,31.6,-7.010270232,3.121254438,124,284,160,1067.3,6.62919254658385,17.4967213114754,0.155368655920029,312.85
"243",337,1953,"van der Schijff, HP","1511","Poaceae","Digitaria eriantha","DE","2531AB",-25.1,31.1557,"C4",1.821,NA,-10,1.5,44.2,30.4,-7.010270232,3.019929059,124,284,160,1067.3,6.62919254658385,17.4967213114754,0.155368655920029,312.85
"244",339,1954,"van der Schijff, HP","3395","Poaceae","Digitaria eriantha","DE","2531AB",-25.1244,31.2201,"C4",1.791,0.2,-11.2,1.9,45.9,23.9,-7.02960461,4.217632879,120,239,119,902.9,7.52416666666667,22.0219512195122,0.193550169467926,313.37
"245",340,1952,"van der Schijff, HP","217","Poaceae","Digitaria eriantha","DE","2531AB",-25.1,31.1557,"C4",1.892,3.9,-9.9,1.9,45,24,-6.996541783,2.932489867,49,273,224,832.7,3.70088888888889,12.068115942029,0.238722056150436,312.43
"246",341,1952,"van der Schijff, HP","216","Poaceae","Digitaria eriantha","DE","2531AB",-25.1,31.1557,"C4",1.754,2.5,-10.1,2.1,43.3,20.4,-6.996541783,3.135122959,49,273,224,832.7,3.70088888888889,12.068115942029,0.238722056150436,312.43
"247",342,1953,"van der Schijff, HP","1642","Poaceae","Digitaria eriantha","DE","2531AB",-25.1244,31.2201,"C4",1.645,2.7,-10.1,1.4,42.9,30.2,-7.010270232,3.121254438,124,284,160,1067.3,6.62919254658385,17.4967213114754,0.155368655920029,312.85
"248",345,1953,"van der Schijff, HP","1668","Poaceae","Digitaria eriantha","DE","2531AB",-25.1244,31.2201,"C4",1.672,NA,-9,1.4,44.4,32.2,-7.010270232,2.007799968,124,284,160,1067.3,6.62919254658385,17.4967213114754,0.155368655920029,312.85
"249",346,1953,"van der Schijff, HP","2096","Poaceae","Digitaria eriantha","DE","2531AB",-25.0628,31.2225,"C4",1.835,3.6,-9.3,1.9,46.2,24.5,-7.010270232,2.311224153,124,284,160,1067.3,6.62919254658385,17.4967213114754,0.155368655920029,312.85
"250",347,1953,"van der Schijff, HP","1640","Poaceae","Digitaria eriantha","DE","2531AB",-25.1,31.1557,"C4",1.86,3.1,-9.8,2.1,46.5,21.8,-7.010270232,2.817339697,124,284,160,1067.3,6.62919254658385,17.4967213114754,0.155368655920029,312.85
"251",348,1952,"van der Schijff, HP","376","Poaceae","Digitaria eriantha","DE","2531AB",-25.1244,31.2201,"C4",1.804,NA,-10.7,1.5,46.4,31.3,-6.996541783,3.743513815,49,273,224,832.7,3.70088888888889,12.068115942029,0.238722056150436,312.43
