iso_code,avg_temp_anomaly
348,0.22367404401302338
347,0.18216966092586517
346,0.18216966092586517
345,0.18216966092586517
344,0.3230600357055664
343,0.3230600357055664
342,0.18216966092586517
341,0.22367404401302338
340,0.22367404401302338
339,-0.033230990171432495
338,0.3230600357055664
337,0.18216966092586517
336,0.18216966092586517
335,0.22367404401302338
334,0.8570203185081482
333,0.8570203185081482
332,-0.48004353046417236
331,0.8098244071006775
330,0.6439970135688782
328,-0.48004353046417236
327,-0.37961041927337646
326,1.13901686668396
325,0.2685295343399048
324,-0.37924015522003174
323,0.2685295343399048
322,-0.37924015522003174
318,-0.14855149388313293
317,0.15207324922084808
316,-0.5151149034500122
315,-0.17278741300106049
314,0.15207324922084808
313,-0.5151149034500122
312,0.15207324922084808
311,0.15207324922084808
310,-0.4658137857913971
309,-1.1985832452774048
308,-0.8283471465110779
307,-0.8283471465110779
306,0.046705372631549835
305,-0.8283471465110779
304,0.1342218518257141
303,-0.30959582328796387
302,-0.019679920747876167
301,-0.17278741300106049
300,-0.056587688624858856
299,-0.3961886167526245
298,-0.28891846537590027
297,0.25591185688972473
296,0.15305562317371368
295,-0.3737944960594177
294,-0.3737944960594177
293,0.25591185688972473
292,0.26148468255996704
291,-0.2795442044734955
290,0.26148468255996704
289,-0.28977304697036743
288,0.8324417471885681
287,0.8324417471885681
286,0.4362346827983856
285,-0.01642611436545849
284,-0.1964062750339508
283,-0.9224489331245422
282,-0.9224489331245422
281,-0.5298969745635986
280,-0.5018661022186279
279,-0.01642611436545849
278,-0.5018661022186279
277,-0.10712803155183792
276,-0.5018661022186279
275,-1.1761062145233154
274,-0.41067224740982056
273,-0.4812068045139313
272,-0.41067224740982056
271,-0.2499832808971405
270,-1.2037172317504883
269,-0.2993124723434448
268,-0.2993124723434448
267,0.7954726219177246
266,-0.2642717957496643
265,7.492639124393463e-4
264,7.492639124393463e-4
263,-0.4690435826778412
262,0.09399900585412979
261,0.9042928814888
260,0.7455557584762573
259,0.7455557584762573
258,0.7455557584762573
257,0.5510309934616089
256,0.7954726219177246
255,-0.4194473624229431
254,-0.05288005992770195
253,0.38861000537872314
237,-0.7199152112007141
236,-0.2739362418651581
235,-0.42777517437934875
234,-0.28225719928741455
232,-0.28225719928741455
231,-0.19873808324337006
230,-0.20244064927101135
229,-0.28225719928741455
228,0.5420688390731812
227,-0.28225719928741455
226,-0.20244064927101135
225,0.3232216536998749
224,-0.2739362418651581
223,-0.2739362418651581
222,-0.7199152112007141
221,0.09854643791913986
201,0.2586982697248459
200,-0.4338768869638443
199,0.8090784251689911
198,-0.8201043009757996
197,-0.13463591784238815
196,-0.09755821526050568
195,-0.001896349131129682
194,0.0385223813354969
193,1.3399485349655151
192,0.20719896256923676
191,-0.8807837963104248
190,-0.6610938906669617
189,-1.0996263027191162
188,0.34431421756744385
187,0.34431421756744385
186,-0.8166961669921875
185,-0.8166961669921875
184,0.36508890986442566
183,0.08231114596128464
181,0.7276903390884399
180,0.042544495314359665
179,-0.08353682607412338
178,-0.08353682607412338
177,-0.08353682607412338
176,0.22182604670524597
175,-0.35267797112464905
174,-0.024565229192376137
173,-0.08353682607412338
172,-0.28225719928741455
171,-0.17890778183937073
170,0.12473902106285095
169,0.042544495314359665
168,-0.26928964257240295
167,-0.17890778183937073
151,-0.03227221220731735
150,0.34281131625175476
149,-0.7530612945556641
148,-0.23752760887145996
147,-0.23752760887145996
146,-0.7530612945556641
145,-0.23752760887145996
144,-0.001896349131129682
143,0.18216966092586517
142,-0.988039493560791
141,-0.17278741300106049
140,-0.5882095694541931
139,0.0385223813354969
138,-0.03227221220731735
137,-0.23752760887145996
136,-0.5034263730049133
135,-0.5575916767120361
134,0.25591185688972473
133,0.0385223813354969
132,-0.5882095694541931
131,-0.03227221220731735
130,-0.1149517074227333
129,0.9042928814888
128,0.20719896256923676
127,-0.2064688503742218
126,-0.4690435826778412
125,1.3399485349655151
124,1.3399485349655151
123,0.0385223813354969
122,1.3399485349655151
121,1.3399485349655151
120,0.0385223813354969
119,-0.5231469869613647
118,-0.11960522830486298
117,-0.5231469869613647
116,0.24091430008411407
114,0.31367871165275574
113,7.492639124393463e-4
112,0.15207324922084808
111,-0.5151149034500122
110,0.15305562317371368
109,-0.6861168742179871
108,-0.3737944960594177
53,-1.0996263027191162
52,0.25591185688972473
51,-0.6610938906669617
50,-0.28891846537590027
49,-0.3737944960594177
48,-0.6359480023384094
47,-0.8502463102340698
46,-0.17278741300106049
45,-0.36634835600852966
44,-0.2642717957496643
43,0.15305562317371368
42,-0.2642717957496643
41,0.15305562317371368
40,-0.2642717957496643
39,0.18216966092586517
38,-0.2642717957496643
37,-0.2642717957496643
36,-0.2642717957496643
35,-0.03227221220731735
34,-0.2642717957496643
33,-0.2642717957496643
32,0.22367404401302338
31,-0.2642717957496643
30,-0.2642717957496643
29,-0.2642717957496643
28,0.18216966092586517
27,-0.3737944960594177
26,-0.36634835600852966
25,-0.19049422442913055
24,-0.9873712062835693
23,0.36508890986442566
22,-0.2642717957496643
21,-0.9873712062835693
20,-1.0996263027191162
19,-0.6024286150932312
18,-0.2642717957496643
17,-0.2642717957496643
16,-0.23752760887145996
14,-0.2642717957496643
13,-0.23752760887145996
12,-0.2642717957496643
11,-0.2642717957496643
10,-0.348050057888031
9,-0.6861168742179871
8,-0.8439528346061707
7,-0.4449279308319092
6,-0.19049422442913055
5,-0.2642717957496643
4,0.25591185688972473
3,0.25591185688972473
2,-0.03227221220731735
1,0.25591185688972473
321,-0.5746741890907288
320,-0.4247433841228485
319,-0.4923199415206909
252,0.5904479026794434
251,-0.31865835189819336
250,0.5904479026794434
249,-0.17952923476696014
248,0.30214568972587585
247,-0.31865835189819336
246,0.7546695470809937
245,-0.31865835189819336
244,0.5904479026794434
243,0.2413075566291809
242,-0.16162261366844177
241,-0.16162261366844177
240,-0.8051316142082214
239,-0.20633001625537872
238,-0.20633001625537872
220,-0.6395816206932068
219,0.2421606183052063
218,0.20991094410419464
217,-0.20633001625537872
216,-0.4925426244735718
215,-0.4925426244735718
214,-0.4925426244735718
213,-0.25268396735191345
212,-0.4247433841228485
211,-0.21358978748321533
210,-0.4925426244735718
209,0.08626079559326172
208,0.17936605215072632
207,0.15342244505882263
206,-0.4925426244735718
205,0.12007640302181244
204,0.8712459206581116
203,-0.4328303635120392
202,0.05568337067961693
166,-0.1027711033821106
165,-0.30543002486228943
164,0.44453325867652893
163,0.07585608959197998
162,-0.25268396735191345
161,0.44453325867652893
160,-0.7780553698539734
159,-0.7780553698539734
158,-0.6013559103012085
156,-0.1646127998828888
155,0.08876209892332554
154,-0.759836882352829
153,-0.319122850894928
152,0.012658554129302502
107,-0.5941168963909149
106,0.7806218564510345
105,-0.9958686530590057
104,0.562126487493515
103,-0.5941168963909149
102,-0.027621647343039513
101,-0.039451438933610916
100,0.6819800734519958
99,-0.039451438933610916
98,-0.5941168963909149
97,-0.2885485291481018
95,-0.14920790493488312
94,-0.029394090175628662
93,0.12033675611019135
92,-0.14920790493488312
91,0.22510617971420288
90,0.28540220856666565
89,-0.4923199415206909
88,-0.223001629114151
86,-0.4923199415206909
85,-0.4923199415206909
83,-0.16162261366844177
82,0.2421606183052063
81,0.20256102085113525
80,-0.14920790493488312
79,0.9096612334251404
78,-0.4925426244735718
77,-0.4923199415206909
76,-0.07556712627410889
75,-0.8638808727264404
73,-0.8051316142082214
72,-0.5999441742897034
71,-0.14995810389518738
70,-0.78395843505859375
69,0.22510617971420288
68,-0.30543002486228943
67,-0.14920790493488312
66,0.07585608959197998
65,-0.07556712627410889
64,-0.3042600154876709
63,-0.4923199415206909
61,-0.8638808727264404
60,-0.4925426244735718
59,-0.5464547276496887
58,-0.6395816206932068
57,-0.059687353670597076
56,-0.27284473180770874
55,0.12033675611019135
54,-0.4923199415206909
0,0
0,0
