iso,avg_temp_anomaly
52,0.24101905524730682
50,-0.46795323491096497
49,-0.2428535670042038
47,-0.8505428433418274
46,-0.17278741300106049
45,-0.38774535059928894
44,-0.2642717957496643
43,0.15305562317371368
42,-0.2642717957496643
41,0.15305562317371368
40,-0.2642717957496643
38,-0.2642717957496643
37,-0.2642717957496643
36,-0.2642717957496643
35,0.046705372631549835
34,-0.2642717957496643
33,-0.2642717957496643
32,0.22367404401302338
31,-0.2642717957496643
30,-0.2642717957496643
29,-0.2642717957496643
27,-0.2428535670042038
26,-0.38774535059928894
25,0.3550688922405243
24,-0.5371437072753906
23,0.5964258313179016
22,-0.2642717957496643
21,-0.5371437072753906
20,-1.1985832452774048
19,-0.7187961935997009
18,-0.2642717957496643
17,-0.2642717957496643
16,0.22612611949443817
14,-0.2642717957496643
13,0.22612611949443817
12,-0.2642717957496643
11,-0.2642717957496643
10,-0.5423636436462402
9,-0.6861168742179871
8,-0.8439528346061707
7,-0.38150179386138916
6,0.3550688922405243
5,-0.2642717957496643
4,0.24101905524730682
3,0.24101905524730682
2,0.046705372631549835
1,0.24101905524730682
0,0
0,0
