iso,avg_temp_anomaly
348,0.2387220561504364
347,0.1553686559200287
346,0.1553686559200287
345,0.1553686559200287
342,0.1553686559200287
341,0.2387220561504364
340,0.2387220561504364
339,0.19355016946792603
337,0.1553686559200287
336,0.1553686559200287
335,0.2387220561504364
334,0.9121114611625671
333,0.8570203185081482
332,-0.6362032294273376
331,1.0905823707580566
330,0.6657617688179016
328,-0.6362032294273376
326,0.9911985993385315
325,0.36537444591522217
323,0.21978659927845
321,-0.5746741890907288
320,-0.2562413215637207
319,-0.452526330947876
318,-0.36670970916748047
317,0.38198840618133545
316,-0.46824824810028076
315,-0.06876271218061447
314,0.38198840618133545
313,-0.46824824810028076
312,0.38198840618133545
311,0.38198840618133545
309,-1.079524278640747
308,-0.8393350839614868
307,-0.8393350839614868
305,-0.8393350839614868
304,0.15305562317371368
303,-0.30959582328796387
302,0.18762913346290588
301,-0.06876271218061447
300,-0.052622996270656586
297,0.42694103717803955
295,-0.2794738709926605
294,-0.2794738709926605
293,0.42694103717803955
292,0.17818573117256165
291,-0.002285097260028124
290,0.17818573117256165
289,-0.1857573240995407
286,0.6020869612693787
285,-0.2681359648704529
284,-0.3492240607738495
283,-0.9945743083953857
282,-0.9945743083953857
281,-0.46927690505981445
280,-0.057026516646146774
279,-0.2681359648704529
278,-0.057026516646146774
276,-0.057026516646146774
270,-1.2570983171463013
267,0.39588257670402527
266,-0.2642717957496643
265,7.492639124393463e-4
264,7.492639124393463e-4
263,-0.4880892336368561
262,0.16556374728679657
257,0.5964258313179016
256,0.39588257670402527
255,-0.7089685201644897
254,0.15207324922084808
246,0.830494225025177
243,0.8339499235153198
242,-0.3578556180000305
241,-0.3578556180000305
240,-0.42492640018463135
239,-0.27468812465667725
238,-0.27468812465667725
230,-0.14057175815105438
228,0.4606868028640747
226,-0.14057175815105438
220,-0.6744856238365173
219,0.2271287441253662
218,0.09477174282073975
217,-0.27468812465667725
216,-0.5436940789222717
215,-0.5436940789222717
214,-0.5436940789222717
213,-0.22654315829277039
212,-0.4247433841228485
211,-0.21358978748321533
210,-0.5436940789222717
209,0.004588326904922724
208,0.1126665472984314
207,0.15342244505882263
206,-0.5436940789222717
205,0.12365199625492096
204,0.9870697259902954
203,-0.530697226524353
202,0.35000091791152954
201,0.39170247316360474
200,-0.15438458533026278
199,0.731848418712616
198,-0.7744098007678986
197,-0.13463591784238815
196,-0.09755821526050568
195,0.09976732730865479
192,0.2616492211818695
191,-0.9828855395317078
190,-0.6610938906669617
189,-1.0996263027191162
188,0.34431421756744385
187,0.34431421756744385
183,0.08231114596128464
180,-0.10382913053035736
179,-0.07525760680437088
178,-0.07525760680437088
177,-0.07525760680437088
176,0.19536173343658447
175,-0.47902634739875793
174,-0.010694879107177258
173,-0.07525760680437088
172,-0.28225719928741455
171,-0.2074986845254898
169,0.054588433355093
168,-0.1997125744819641
167,-0.2074986845254898
166,-0.11448773741722107
165,-0.12285464257001877
164,0.44453325867652893
162,-0.17915105819702148
161,0.44453325867652893
160,-1.095869779586792
159,-1.095869779586792
158,-0.48100152611732483
156,-0.2529187500476837
155,0.016417607897892594
154,-0.6255745589733124
153,-0.33577723801136017
152,-0.16925205290317535
151,-0.12257738411426544
150,0.34281131625175476
148,0.06340981274843216
147,0.06340981274843216
145,0.06340981274843216
144,0.09976732730865479
142,-1.1575140953063965
141,-0.06876271218061447
140,-0.31023892760276794
138,-0.12257738411426544
137,0.06340981274843216
134,0.24101905524730682
132,-0.31023892760276794
131,-0.12257738411426544
130,-0.0973278060555458
128,0.3495304584503174
127,0.19973473250865936
126,-0.4880892336368561
116,0.24091430008411407
108,-0.2794738709926605
107,-0.5006785988807678
106,0.7011195123195648
104,0.49900536239147186
103,-0.5006785988807678
101,-0.039451438933610916
100,0.6819800734519958
99,-0.039451438933610916
98,-0.5006785988807678
97,-0.2080760896205902
95,-0.14920790493488312
94,-0.09401854127645493
93,0.12033675611019135
92,-0.14920790493488312
91,0.20909522473812103
90,0.26412203907966614
89,-0.462118536233902
88,-0.22460423409938812
86,-0.462118536233902
85,-0.462118536233902
83,-0.16162261366844177
82,0.25144892930984497
81,0.1698663830757141
80,-0.14920790493488312
79,0.9188572764396667
78,-0.4925426244735718
77,-0.462118536233902
76,-0.23290084302425385
75,-0.9690662026405334
73,-0.8909353613853455
72,-0.6455913186073303
71,-0.14995810389518738
70,-1.1506588459014893
69,0.20909522473812103
68,-0.20058035850524902
67,-0.14920790493488312
66,0.1264721304178238
65,-0.23290084302425385
64,-0.2972744405269623
63,-0.462118536233902
61,-0.9690662026405334
60,-0.4925426244735718
59,-0.5464547276496887
58,-0.6744856238365173
57,-0.059687353670597076
56,-0.2241094410419464
55,0.12033675611019135
54,-0.462118536233902
53,-1.1985832452774048
