"","qds","year","iso_code","collector","number","family","species","sp_code","lat","long","pathway","weight","d.15NAIR","d.13CVPDB","X.N","X.C","C.N","d13_atmos","delta.disc","wetstart","wetend","wetlength","wetrain","wetdaily","wetlambda"
"274","3318CD",1986,69,"Spies, J.J.","3239","Poaceae","Pentameris pallida","PP",-33.875,18.375,"C3",1.819,0.4,-29.3,1.1,42.3,37.5,-7.734,22.21695684,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"275","3318CD",1954,88,"Esterhuysen, E.E.","22651","Poaceae","Pentameris pallida","PP",-33.95,18.4,"C3",1.802,-0.9,-27.4,1.3,45.3,34.6,-7.02960461,20.94426834,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"276","3318CD",1958,90,"Esterhuysen, E.E.","27950","Poaceae","Pentameris pallida","PP",-33.95,18.4,"C3",1.901,2.9,-27.4,0.7,44.1,65.4,-7.066575548,20.90625586,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"277","3318CD",1940,59,"Esterhuysen, E.E.","11753","Poaceae","Pentameris pallida","PP",-33.875,18.375,"C3",1.744,2,-28.5,1,42.7,43.7,-6.938,22.19454452,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"278","3318CD",1976,86,"Du Toit, PCV","1524","Poaceae","Pentameris pallida","PP",-33.875,18.375,"C3",1.64,3,-28.4,2.1,42.1,20.1,-7.4425,21.57009057,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"279","3318CD",1936,76,"Adamson, R.S.","781","Poaceae","Hyparrhenia hirta","HH",-33.875,18.375,"C4",1.89,3,-10.7,1.5,45.2,29.5,-6.939,3.801677954,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"280","3318CD",1922,94,"Pole-Evans, I.B.","489","Poaceae","Koeleria capensis","KC",-33.875,18.375,"C3",1.797,2.6,-28.2,1.5,43.4,29.7,-6.857960447,21.96134961,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"281","3318CD",1892,71,"Schlechter, F.R.R.","847","Poaceae","Pentameris pallida","PP",-33.95,18.46666667,"C3",1.178,2.8,-27.2,0.9,43.6,46.8,-6.830153626,20.939398,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"282","3318CD",1935,55,"Esterhuysen, E.E.","589","Poaceae","Koeleria capensis","KC",-33.875,18.375,"C3",1.938,1.2,-27.4,1.3,42.2,31.9,-6.976,20.9993831,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"283","3318CD",1902,58,"Marloth, H.W.R.","3049","Poaceae","Pentameris pallida","PP",-33.875,18.375,"C3",1.955,-0.3,-27.5,1.3,43.6,33.9,-6.769743787,21.31645883,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"284","3318CD",1976,77,"Du Toit, P.C.V.","1502","Poaceae","Pentameris pallida","PP",-33.875,18.375,"C3",1.725,1.9,-28.8,0.7,42.6,57,-7.4425,21.99083608,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"285","3318CD",1935,93,"Esterhuysen, E.E.","598","Poaceae","Pentameris pallida","PP",-33.96666667,18.41666667,"C3",1.871,2.4,-28.5,1,41.9,42.3,-6.976,22.15542975,119,256,137,539.374768518519,4.09574915607499,9.58492371611717
"286","3318DD",1964,205,"Taylor, H.C.","6031","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.869,-0.4,-28.5,1,43.8,46,-7.066939165,22.06182278,120,256,136,505.404,4.21314870861225,11.0829110650557
"287","3318DD",1945,204,"Rycroft, H.B.","1034","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.719,-2,-31.7,1.2,43.3,36.8,-7.033,25.47454301,120,256,136,505.404,4.21314870861225,11.0829110650557
"288","3318DD",1974,216,"Ellis, R.P.","2262","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.809,-0.6,-28.1,1.2,44.3,36.7,-7.483,21.21308777,120,256,136,505.404,4.21314870861225,11.0829110650557
"289","3318DD",1902,220,"Marloth, H.W.R.","3036B","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.802,5.2,-28.2,0.7,41.5,60.8,-6.769743787,22.05212617,120,256,136,505.404,4.21314870861225,11.0829110650557
"290","3318DD",1948,213,"Adamson, R.S.","4074","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.777,-0.4,-28.8,1.4,43.5,30.9,-7.043,22.40218287,120,256,136,505.404,4.21314870861225,11.0829110650557
"291","3318DD",1963,219,"Taylor, H.C.","5586","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.683,-3.1,-30.4,0.6,44.2,70.1,-7.055,24.07693894,120,256,136,505.404,4.21314870861225,11.0829110650557
"292","3318DD",1949,212,"Esterhuysen, EE","15995","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.901,3.6,-29.2,2.5,44.7,18,-7.03233859,22.83442667,120,256,136,505.404,4.21314870861225,11.0829110650557
"293","3318DD",1941,211,"Adamson, R.S.","3277","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.707,1.3,-29.4,1.7,44.3,26,-6.999,23.07953843,120,256,136,505.404,4.21314870861225,11.0829110650557
"294","3318DD",1962,218,"van der Merwe, P.","954","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.725,-0.8,-25.2,1.6,44.6,28.4,-7.091,18.57714403,120,256,136,505.404,4.21314870861225,11.0829110650557
"295","3318DD",1959,202,"van Rensburg, W.L.J.","248","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.87,1.4,-27.2,2.2,42.6,19.6,-7.067,20.69592928,120,256,136,505.404,4.21314870861225,11.0829110650557
"296","3318DD",1974,206,"Ellis, R.P.","2210","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.783,1.9,-28.8,0.9,39.2,44.1,-7.483,21.94913509,120,256,136,505.404,4.21314870861225,11.0829110650557
"297","3318DD",1974,210,"Ellis, R.P.","2229","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.912,-2.9,-30.4,1.9,45.3,23.5,-7.483,23.6355198,120,256,136,505.404,4.21314870861225,11.0829110650557
"298","3318DD",1975,203,"Haynes, R.A.","1199","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.562,0.9,-27.3,2.3,47.3,20.6,-7.417666667,20.44035503,120,256,136,505.404,4.21314870861225,11.0829110650557
"299","3318DD",1960,208,"van der Merwe, P.","24-26","Poaceae","Pentaschistis pallida","PP",-33.875,18.875,"C3",1.833,-1.4,-27.9,2.6,45.8,17.5,-7.084214775,21.41321389,120,256,136,505.404,4.21314870861225,11.0829110650557
"300","3318DD",1961,207,"van der Merwe, P.","25-8","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.811,-0.4,-29.4,1.1,39.2,36.9,-7.10056577,22.97489618,120,256,136,505.404,4.21314870861225,11.0829110650557
"301","3318DD",1969,217,"van der Merwe, C.V.","1320","Poaceae","Pentameris pallida","PP",-33.96666667,18.91666667,"C3",1.628,3.5,-29.6,0.5,43.6,79.5,-7.305,22.97506183,120,256,136,505.404,4.21314870861225,11.0829110650557
"302","3318DD",1974,215,"Ellis, R.P.","2223","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.755,-2.1,-28.7,1.6,44.8,27.4,-7.483,21.84392052,120,256,136,505.404,4.21314870861225,11.0829110650557
"303","3318DD",1974,214,"Ellis, R.P.","2263","Poaceae","Pentameris pallida","PP",-33.875,18.875,"C3",1.82,-0.7,-28.3,2,44.8,22.3,-7.483,21.42327879,120,256,136,505.404,4.21314870861225,11.0829110650557
"304","3318DD",1944,209,"Liebenberg, LCC","4046","Poaceae","Pentaschistis pallida","PP",-33.875,18.875,"C3",1.568,6.6,-29.5,0.4,40.6,92.3,-7.079100425,23.10242099,120,256,136,505.404,4.21314870861225,11.0829110650557
"305","3319AC",1969,238,"Stehle, T.C.","TS.230","Poaceae","Pentameris densifolia","PP",-33.375,19.125,"C3",1.729,0.8,-31.3,2.6,46.2,17.8,-7.305,24.77031073,120,258,138,419.443883792049,3.32620472900291,11.9104093599539
"306","3319AC",1987,241,"Davidse, G.","33951","Poaceae","Pentameris pallida","PP",-33.375,19.125,"C3",1.815,NA,-30.8,1.5,43.6,28.7,-7.7495,23.78301692,120,258,138,419.443883792049,3.32620472900291,11.9104093599539
"307","3319AC",1896,240,"Schlechter, F.R.R.","9037","Poaceae","Pentameris pallida","PP",-33.375,19.125,"C3",1.84,NA,-29.1,0.5,45.7,83.8,-6.857648154,22.90900386,120,258,138,419.443883792049,3.32620472900291,11.9104093599539
"308","3319AC",1987,242,"Davidse, G.","33954","Poaceae","Pentameris pallida","PP",-33.375,19.125,"C3",1.589,NA,-30.3,1.8,44.8,25.3,-7.7495,23.25513045,120,258,138,419.443883792049,3.32620472900291,11.9104093599539
"309","3319AC",1969,239,"Haynes, R.A.","224","Poaceae","Pentameris pallida","PP",-33.4,19.08333333,"C3",1.66,NA,-28.2,1,46.7,45.9,-7.305,21.50133772,120,258,138,419.443883792049,3.32620472900291,11.9104093599539
"310","3319AD",1988,161,"Spies, J.J.","3859","Poaceae","Pentameris pallida","PP",-33.375,19.375,"C3",1.659,-3.6,-29.5,2.5,44.2,17.7,-7.804333333,22.3551434,120,253,133,427.621428571429,3.49466265422855,11.2740667732323
"311","3319AD",1973,165,"Esterhuysen, E.E.","33339","Poaceae","Pentameris pallida","PP",-33.375,19.375,"C3",1.702,5.4,-29.9,0.7,45.9,63.4,-7.39275,23.20095866,120,253,133,427.621428571429,3.49466265422855,11.2740667732323
"312","3319AD",1948,162,"Liebenberg, L.C.C.","4325","Poaceae","Pentameris pallida","PP",-33.375,19.375,"C3",1.807,-1.6,-29.8,1.5,44.6,29.3,-7.043,23.45598846,120,253,133,427.621428571429,3.49466265422855,11.2740667732323
"313","3319AD",1979,166,"Goldblatt, P.","5234","Poaceae","Pentameris pallida","PP",-33.375,19.375,"C3",1.797,-2.5,-29.4,1.2,43.8,35.3,-7.539666667,22.52249468,120,253,133,427.621428571429,3.49466265422855,11.2740667732323
"314","3319AD",1988,164,"Spies, J.J.","3860","Poaceae","Pentameris pallida","PP",-33.375,19.375,"C3",1.912,8,-29.6,1.6,45.2,28.1,-7.804333333,22.46049739,120,253,133,427.621428571429,3.49466265422855,11.2740667732323
"315","3319AD",1953,163,"Esterhuysen, E.E.","22241","Poaceae","Pentameris pallida","PP",-33.375,19.375,"C3",1.721,1.4,-29.5,1.3,43.9,34.9,-7.010270232,23.1733434,120,253,133,427.621428571429,3.49466265422855,11.2740667732323
"316","3319CB",1949,320,"van Breda","341","Poaceae","Pentameris pallida","PP",-33.625,19.375,"C3",1.785,NA,-27.8,1.6,47.9,29.3,-7.03233859,21.36151143,120,255,135,299.497807017544,2.52433250021667,11.541862341358
"317","3319CB",1976,319,"Du Toit, P.C.V.","1764","Poaceae","Pentameris pallida","PP",-33.625,19.375,"C3",1.611,NA,-27.5,0.5,47.7,90.6,-7.4425,20.62467866,120,255,135,299.497807017544,2.52433250021667,11.541862341358
"318","3319CB",1972,321,"Ellis, R.P.","1258","Poaceae","Pentameris pallida","PP",-33.625,19.375,"C3",1.795,4.2,-28,1.9,47,25.1,-7.356,21.23868313,120,255,135,299.497807017544,2.52433250021667,11.541862341358
"319","3322DC",1988,287,"Ellis, R.P.","5821","Poaceae","Pentameris pallida","PP",-33.875,22.625,"C3",1.757,NA,-30,1.1,45.9,41.5,-7.804333333,22.88213058,118,238,120,454.092424242424,6.35421732278708,15.4809644331809
"320","3322DC",1947,286,"Wilman, M.","PRE 34692","Poaceae","Pentameris pallida","PP",-33.875,22.625,"C3",1.744,-1.6,-29.4,1.9,48.3,25.5,-7.013,23.06511436,118,238,120,454.092424242424,6.35421732278708,15.4809644331809
"321","3322DC",1988,288,"Ellis, R.P.","5820","Poaceae","Pentameris pallida","PP",-33.875,22.625,"C3",1.667,NA,-30.6,1.4,46.1,34.1,-7.804333333,23.51523279,118,238,120,454.092424242424,6.35421732278708,15.4809644331809
"322","3418AB",1974,98,"Ellis, R.P.","2316","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.945,1.8,-30.3,2.9,44.6,15.5,-7.483,23.52995772,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"323","3418AB",1987,101,"Spies, J.J.","3439","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.754,1.5,-30.6,1.6,43.8,27,-7.7495,23.57179699,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"324","3418AB",1946,106,"Adamson, R.S.","3718","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.758,1.5,-29.6,2,43.3,21.9,-6.983,23.30688376,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"325","3418AB",1942,100,"Adamson, R.S.","3451","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.927,5.4,-30.1,1.4,41.7,28.9,-7.065637441,23.7492139,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"326","3418AB",1983,102,"O'Callaghan, M.G.","696","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.654,2.3,-29.6,0.6,42.3,73.8,-7.65725,22.61206719,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"327","3418AB",1974,107,"Ellis, R.P.","2312","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.943,1.1,-28.1,0.9,42.9,48.3,-7.483,21.21308777,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"328","3418AB",1988,104,"Spies, J.J.","3911","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.651,7,-31,1.4,43.7,30.9,-7.804333333,23.9377365,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"329","3418AB",1987,99,"Spies, J.J.","3433","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.673,1.9,-29.9,1.2,42.1,35.4,-7.7495,22.83321307,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"330","3418AB",1939,97,"Adamson, R.S.","2684","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.717,2.5,-26.9,1.1,42.5,37.8,-6.994,20.45627376,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"331","3418AB",1974,103,"Goldblatt, P.","3321","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.448,4.7,-31.2,3.3,45.5,14,-7.483,24.48080099,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"332","3418AB",1918,105,"Bolus, H.M.L.","PRE 34739","Poaceae","Pentameris pallida","PP",-34.125,18.375,"C3",1.812,1.9,-28.3,1.5,44.6,29.6,-6.938044526,21.98410566,125,263,138,745.44406779661,5.50035162839452,13.4901802844359
"333","3418BB",1944,155,"Parker, R.N.","3954","Poaceae","Koeleria capensis","KC",-34.125,18.875,"C3",1.896,1.4,-28.5,1.5,42.8,29.1,-7.079100425,22.04930476,121,258,137,528.991208791209,4.02020072367948,11.7642646291294
"334","3418BB",1978,154,"Boucher, C.","3490","Poaceae","Koeleria capensis","KC",-34.125,18.875,"C3",1.822,-1.2,-27.5,0.8,43.8,57.8,-7.502,20.56349614,121,258,137,528.991208791209,4.02020072367948,11.7642646291294
"335","3418BB",1921,156,"Rogers, F.A.","26640","Poaceae","Koeleria capensis","KC",-34.125,18.875,"C3",1.863,3.7,-28,0.5,40.2,74.6,-6.89513872,21.71282025,121,258,137,528.991208791209,4.02020072367948,11.7642646291294
"336","3418BB",1981,153,"McDonald, D.J.","620","Poaceae","Koeleria capensis","KC",-34.125,18.875,"C3",1.761,-3.1,-24.9,1,44.9,44.7,-7.610985883,17.73050366,121,258,137,528.991208791209,4.02020072367948,11.7642646291294
"337","3418BB",1929,152,"Sandwith, C.","103B","Poaceae","Koeleria capensis","KC",-34.125,18.875,"C3",1.74,4.2,-26.8,1.1,43.5,40.8,-6.841285714,20.50833774,121,258,137,528.991208791209,4.02020072367948,11.7642646291294
"338","3419BD",1976,158,"Du Toit, P.C.V.","1877","Poaceae","Koeleria capensis","KC",-34.375,19.875,"C3",1.624,-2.2,-27.8,1.9,42.9,22.8,-7.4425,20.93962148,117,254,138,301.907766990291,2.67879456359994,9.06215513753926
"339","3419BD",1978,159,"Cleghorn, W.B.","3150","Poaceae","Koeleria capensis","KC",-34.375,19.875,"C3",1.759,-1.8,-25.8,1.1,43.9,38.4,-7.502,18.78259084,117,254,138,301.907766990291,2.67879456359994,9.06215513753926
"340","3419BD",1978,160,"Cleghorn, W.B.","3115","Poaceae","Koeleria capensis","KC",-34.375,19.875,"C3",1.771,0.1,-27.6,1.5,43.9,28.8,-7.502,20.6684492,117,254,138,301.907766990291,2.67879456359994,9.06215513753926
"341","3419BD",1978,159,"Cleghorn, W.B.","3150","Poaceae","Koeleria capensis","KC",-34.375,19.875,"C3",1.827,-3.8,-27.3,0.6,42.8,71.4,-7.502,20.35365478,117,254,138,301.907766990291,2.67879456359994,9.06215513753926
